isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780140137989,014013798X,Case Histories I,"""Dora"" and ""Little Hans""",Sigmund Freud,Child analysis,http://books.google.com/books/content?id=FhAVQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1990.0,3.74,331.0,33.0
9780140153170,0140153179,ALEXANDRIA QUARTET,JUSTINE/BALTHAZAR/MOUNTOLIVE/CLEA/BOXED SET,LAWRENCE DURRELL,,http://books.google.com/books/content?id=kmQtYAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1991.0,4.17,884.0,9842.0
9780140446425,0140446427,What is Art?,,Leo Tolstoy;Richard Pevear;Larissa Volokhonsky,Art,http://books.google.com/books/content?id=N7kyx0y1yYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1995.0,3.7,230.0,120.0
9780141184890,0141184892,The Subterraneans,,Jack Kerouac,Fiction,http://books.google.com/books/content?id=ywb_NCoRlzQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2001.0,3.68,192.0,416.0
9780156030205,0156030209,Book Club,Life of Pi (7 Copies).,Yann Martel,,,,,3.9,401.0,4242.0
9780156260350,0156260352,The Diary of Anaïs Nin,1966-1974,Anaïs Nin,Biography & Autobiography,,,1980.0,4.16,384.0,315.0
9780160729942,0160729947,More Readings from One Man's Wilderness,"The Journals of Richard L. Proenneke, 1974-1980",Richard Proenneke,Frontier and pioneer life,http://books.google.com/books/content?id=X9tPvAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2005.0,4.42,496.0,231.0
9780201068948,020106894X,"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",,Francis Weston Sears;Gerhard Ludwig Salinger,Kinetic theory of gases,,,1975.0,4.32,454.0,38.0
9780226307640,0226307646,Complete Greek Tragedies,,David Grene;Richmond Lattimore,,http://books.google.com/books/content?id=fboSxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1942.0,4.11,358.0,75.0
9780226307862,0226307867,The Complete Greek Tragedies,,David Grene;Richmond Lattimore,,http://books.google.com/books/content?id=5kcjzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1973.0,4.14,254.0,4952.0
9780226348186,0226348180,"The Progressive Historians--Turner, Beard, Parrington",,Richard Hofstadter,History,,,1979.0,3.86,498.0,34.0
9780226731513,0226731510,Mystical Poems of Rumi Translated,,Jalāl al-Dīn Rūmī (Maulana);A. J. Arberry,,http://books.google.com/books/content?id=UkipswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1968.0,4.32,208.0,112.0
9780231085076,0231085079,Discovering Plato,,Alexandre Koyre,,,,1960.0,3.26,118.0,7.0
9780233000114,0233000119,Remembering JFK,Intimate and Unseen Photographs of the Kennedys,Jacques Lowe;Hugh Sidey,Presidents,http://books.google.com/books/content?id=q-a-AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2003.0,4.34,432.0,9.0
9780246136671,0246136677,The Dark Descent,,David G. Hartwell,"Horror tales, English",,,1990.0,4.11,304.0,2.0
9780307001467,0307001466,75 Years of Little Golden Books: 1942-2017,A Commemorative Set of 12 Best-loved Books,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson,Animals,,,2017.0,4.23,24.0,1047.0
9780330239455,0330239457,The Little Prince,,Antoine de Saint-Exupéry;Katherine Woods,"Children's literature, French",,,1974.0,4.3,96.0,50.0
9780330250696,0330250698,The Thirteenth Tribe,The Khazar Empire and Its Heritage,Arthur Koestler,Jews,,,1977.0,3.91,224.0,9.0
9780330303316,0330303317,The African Trilogy,,Chinua Achebe,English fiction,http://books.google.com/books/content?id=a0J4QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1988.0,4.28,560.0,237.0
9780333187623,0333187628,Ragtime,,E. L. Doctorow,Fiction,http://books.google.com/books/content?id=usBIcVWgkTQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1975.0,3.88,270.0,57.0
9780340491683,034049168X,The Walls of Spyte,,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate,,,,1988.0,4.33,304.0,22.0
9780345020321,0345020324,A Fish Dinner in Memison,,Eric Rucker Eddison,,,,1970.0,3.87,190.0,30.0
9780345246882,0345246888,Tales of the Cthulhu Mythos,,Howard Phillips Lovecraft,Horror tales,,,1975.0,4.2,241.0,20.0
9780345253590,0345253590,The best of Philip K. Dick,,Philip K. Dick,Fiction,http://books.google.com/books/content?id=93J5ancJm7kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1977.0,4.22,450.0,614.0
9780345321381,0345321383,Bridge of Birds,A Novel of an Ancient China that Never was,"Barry Hughart;E. E. ""Doc"" Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter",,http://books.google.com/books/content?id=MA7dEqtib-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1985.0,4.29,278.0,8786.0
9780345340443,0345340442,The Belgariad Boxed Set,Pawn of Prophecy; Queen of Sorcery; Magician's Gambit; Castle of Wizardry; Enchanter's End Game,David Eddings,Fiction,,,1986.0,4.27,1635.0,13225.0
9780345376046,0345376048,Long Distance Life,,Marita Golden,African American families,http://books.google.com/books/content?id=cnBf_dPSYuIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1992.0,3.84,570.0,15896.0
9780345384560,0345384563,A history of God,"from Abraham to the present, the 4000-year quest for God",Karen Armstrong,God (Christianity),http://books.google.com/books/content?id=MxCUJl-G8M8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1993.0,3.87,496.0,1298.0
9780345456328,0345456327,The Belgariad V.2,,David Eddings,Fantasy,http://books.google.com/books/content?id=gCvDmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,4.28,644.0,14129.0
9780345495815,0345495810,"Star Trek, the Animated Series","Log one, log two",Alan Dean Foster,Star trek fiction,http://books.google.com/books/content?id=K-VNwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1996.0,3.42,370.0,56.0
9780373033102,0373033109,Lawful Possession,,Catherine George,Fiction,http://books.google.com/books/content?id=jHWy1yFwMXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1994.0,3.25,192.0,1.0
9780373033669,0373033664,P.S. I Love You,,Valerie Parv,Fiction,http://books.google.com/books/content?id=GI_PMq-WlRoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1995.0,2.79,192.0,22.0
9780373062324,037306232X,The Boy in White,,Tessa Kay,Fiction,,,1987.0,2.33,157.0,2.0
9780373194865,0373194862,Sky's Pride and Joy,,Sandra Steffen,Fiction,http://books.google.com/books/content?id=qLhnVkYpv4sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2000.0,3.0,192.0,2.0
9780373195602,0373195605,If You Don't Know by Now,,Teresa Southwick,Fiction,http://books.google.com/books/content?id=Dn-YzL3qyXIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2001.0,3.06,192.0,6.0
9780373246830,0373246838,Lori's Little Secret,,Christine Rimmer,Fiction,http://books.google.com/books/content?id=b46zL81uJDYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2005.0,3.73,248.0,98.0
9780373288564,0373288565,The Gunslinger,,Mary McBride,Fiction,http://books.google.com/books/content?id=p3x3dstx3TsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1995.0,4.12,304.0,15.0
9780373289806,0373289804,Lady of the Lake,,Elizabeth Mayne,Fiction,http://books.google.com/books/content?id=QLbuRnE0oc8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1997.0,3.26,304.0,69.0
9780373513284,0373513283,Double-Cross,Athena Force,Meredith Fletcher,Fiction,http://books.google.com/books/content?id=iJrI1to0xE0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2004.0,3.72,304.0,38.0
9780373692286,0373692285,Her Last Temptation,,Leslie Kelly,Fiction,http://books.google.com/books/content?id=R9ZqvE56DGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2005.0,3.59,207.0,110.0
9780373712489,0373712480,Her Little Secret,,Anna Adams,Fiction,http://books.google.com/books/content?id=n0WWMyTMo_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2005.0,3.3,304.0,9.0
9780373713448,0373713444,The Other Woman,,Brenda Novak,Fiction,http://books.google.com/books/content?id=yag-x3sOa4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2006.0,4.11,299.0,528.0
9780373764198,0373764197,Tallchief,The Hunter,Cait London,Fiction,http://books.google.com/books/content?id=LuP5UPrljhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,4.12,192.0,47.0
9780373764211,0373764219,Dr. Desirable,,Kristi Gold,Fiction,http://books.google.com/books/content?id=2T0WYxE8xs4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,3.24,192.0,19.0
9780375413315,0375413316,Palace Walk,Palace of Desire ; Sugar Street,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,,,2019.0,4.46,1313.0,3194.0
9780375725180,0375725180,Staff Training in Mental Handicap,,James Hogg;Peter J. Mittler,Intellectual disability facilities,,,1987.0,4.0,288.0,1238.0
9780380017799,0380017792,Chaining the Lady,,Piers Anthony,Fiction,,,1978.0,3.64,342.0,986.0
9780380454501,0380454505,A twist of Lennon,,Cynthia Lennon,Biography & Autobiography,http://books.google.com/books/content?id=BIgcKi2YK44C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1980.0,3.84,190.0,390.0
9780380477128,0380477122,Bethany's Sin,,Robert R. McCammon,,,,1984.0,3.57,342.0,1554.0
9780380699179,0380699176,100 Great Fantasy Short Short Stories,,Isaac Asimov;Terry Carr,Fiction,,,1985.0,3.95,395.0,199.0
9780385023511,0385023510,The Complete Poetry of John Milton,,"John Milton (Dichter, Grossbritannien)",,http://books.google.com/books/content?id=SmRHwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1971.0,4.05,672.0,3355.0
9780385085335,0385085338,Maccabbees,I [and] II,,Bible,,,1976.0,3.92,592.0,7.0
9780385470452,0385470452,A history of philosophy,,Frederick Charles Copleston,Philosophy,,,1965.0,4.17,592.0,173.0
9780393058000,039305800X,The Novels,,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)","Detective and mystery stories, English",,,2005.0,4.54,907.0,2189.0
9780393092103,0393092100,Middlemarch,A Study of Provincial Life,George Eliot,,,,1966.0,3.95,578.0,44.0
9780394541556,0394541553,Maus,a survivor's tale,Art Spiegelman,Children of Holocaust survivors,http://books.google.com/books/content?id=okiAAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1991.0,4.34,159.0,202242.0
9780394700137,0394700139,Ulysses,A Study by Stuart Gibbert,James Joyce,,,,1958.0,4.17,405.0,1868.0
9780394701493,0394701496,"Three Famous Short Novels: short novels, Spotted Horses, Old Man, The Bear",,William Faulkner,American fiction,http://books.google.com/books/content?id=w4w-ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1963.0,3.86,320.0,1433.0
9780394735306,0394735307,The Tale of Genji,,Murasaki Shikibu,,http://books.google.com/books/content?id=gL_FxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1977.0,3.71,1090.0,307.0
9780394749136,0394749138,"The Civil War, a Narrative",,Shelby Foote,United States,http://books.google.com/books/content?id=08uZswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1986.0,4.53,2965.0,213.0
9780395131534,0395131537,Winston S. Churchill,,Randolph Spencer Churchill;Martin Gilbert,Biography & Autobiography,,,1966.0,,,
9780395419182,0395419182,Winston S. Churchill,,Randolph Spencer Churchill,Great Britain,,,1966.0,4.25,1438.0,19.0
9780415356299,0415356296,The British Empiricists,,Stephen Priest,Empiricism,,,2007.0,3.87,257.0,314.0
9780416651201,0416651208,The Homecoming,,Harold Pinter,Literature,,,1970.0,,,
9780425144305,0425144305,Paws Before Dying,,Susan Conant,Fiction,http://books.google.com/books/content?id=trRC0JqmmjMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1991.0,3.89,197.0,424.0
9780436350238,0436350238,The Complete Works of George Orwell,,George Orwell,,,,1986.0,4.11,230.0,20.0
9780440151883,0440151880,A Man's Protection,,Jayne Castle,,,,1982.0,3.88,186.0,266.0
9780440391548,0440391547,The Turn of the Screw and Daisy Miller,,Henry James,Popular literature,http://books.google.com/books/content?id=OmsIxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1983.0,3.62,192.0,940.0
9780440700241,0440700248,Charlotte sometimes,,Penelope Farmer;Eleanor Cameron,Fiction,http://books.google.com/books/content?id=TAOOI7xy5_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1987.0,4.09,174.0,34.0
9780441505326,0441505325,Madouc,,Jack Vance,Fiction,http://books.google.com/books/content?id=1ZemAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1991.0,4.15,426.0,1766.0
9780446524124,0446524123,"Martin Luther King, Jr",,Martin Luther Jr King,African Americans,,,1998.0,,,
9780446658089,0446658081,Best Science Fiction Stories of Clifford D. Simak,,Clifford D. Simak,"Science fiction, American",,,1972.0,3.94,253.0,62.0
9780451147950,0451147952,"Capitalism, the Unknown Ideal",,Ayn Rand;Clarence Belden Randall,Capitalism,,,1952.0,3.87,340.0,3426.0
9780470055540,0470055545,Fundamentals of Heat and Mass Transfer 6th Edition with IHT/FEHT 3.0 CD with User Guide Set,,Frank P. Incropera,Science,http://books.google.com/books/content?id=Xup3PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2006.0,4.0,997.0,6.0
9780486201122,0486201120,The Philosophy of History,,Georg Wilhelm Friedrich Hegel,History,http://books.google.com/books/content?id=ROJdwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1956.0,3.82,457.0,28.0
9780500130377,050013037X,Jean-Jacques Rousseau and His World,,Sir Gavin De Beer,Écrivains français - 18e siècle - Biographies,,,1972.0,3.2,128.0,0.0
9780500251218,0500251215,Greek Mythology,,Richard Buxton,,http://books.google.com/books/content?id=OMH4swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2004.0,4.23,256.0,1506.0
9780515136173,0515136174,Laurell K. Hamilton Set,"Guilty Pleasures, the Laughing Corpse, Circus of the Damned and the Lunatic Cafe",Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=z4sEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2003.0,4.51,1256.0,3276.0
9780517118290,0517118297,Jane Austen : the Complete Novels,"Pride and Prejudice, Sense and Sensibility, Mansfield Park, Emma, Northanger Abbey, Persuasion, Lady Susan",Jane Austen,England,,,1981.0,4.55,1103.0,264.0
9780517349175,0517349175,Daphne Dumaurier,3 Complete Novels,"Outlet;Outlet Book Company Staff;Daphne du Maurier, Dam;Random House Value Publishing Staff;Rh Value Publishing",,,,1988.0,4.12,677.0,33.0
9780517618875,0517618877,The Portable James Joyce,,James Joyce,Fiction,,,1947.0,4.16,762.0,18.0
9780521437202,0521437202,Numerical Recipes in C,The Art of Scientific Computing,William H. Press,C (Computer program language),http://books.google.com/books/content?id=4t-sybVuoqoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,1992.0,3.86,336.0,7.0
9780523401218,0523401213,Triax,"Three Original Novellas by James Gunn, Keith Roberts [and] Jack Vance",Robert Silverberg,Science fiction,,,1977.0,3.69,214.0,4.0
9780552083294,0552083291,The Illustrated Man,,Ray Bradbury,"Science fiction, American",,,1952.0,4.14,186.0,29.0
9780552998086,0552998087,THE HOTEL NEW HAMPSHIRE,,JOHN IRVING,,,,2010.0,3.83,379.0,697.0
9780553102710,0553102710,Gravity's Rainbow,,Thomas Pynchon,,,,1974.0,4.03,887.0,144.0
9780553142167,055314216X,The Greatest Salesman in the World,,Og Mandino,Selling,,,1974.0,4.2,111.0,6.0
9780553173871,0553173871,All Fall Down,,John Saul,Fiction,http://books.google.com/books/content?id=HESzAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1991.0,3.92,329.0,561.0
9780553212419,0553212419,Sherlock Holmes the Complete Novels and Stories Book Discussion Kit,Kits for Teens,,Detective and mystery stories,,,2012.0,4.47,1059.0,23814.0
9780553400038,0553400037,True Blue,The Oxford Boat Race Mutiny,Daniel Topolski;Patrick Robinson,London (England),,,1989.0,4.23,320.0,63.0
9780553507355,0553507354,Last Wish,,Francine Pascal;Kate William,Sweet Valley (Imaginary place),http://books.google.com/books/content?id=2bS5AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1999.0,3.92,231.0,2.0
9780563388548,0563388544,THE GOON SHOW,UNABRIDGED,VÁRIOS AUTORES,,,,2005.0,4.5,2.0,0.0
9780573605734,0573605734,Breakfast of Champions,,,Science fiction,http://books.google.com/books/content?id=ODcO8CSwnNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.0,106.0,15.0
9780573612251,0573612250,Medea,,Robinson Jeffers,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1976.0,4.2,130.0,99.0
9780586203811,0586203818,Servant of the Empire,,Raymond E. Feist;Janny Wurts,Fantasy,http://books.google.com/books/content?id=xmmI3ZYsBboC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1990.0,4.29,827.0,22247.0
9780590326292,0590326295,Trapped!,,Arthur Roth,Survival,http://books.google.com/books/content?id=ZjL0QlkKzBIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1983.0,3.71,119.0,86.0
9780590598873,0590598872,Babysitters Club,,Ann M. Martin,Juvenile Fiction,http://books.google.com/books/content?id=z3cBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1995.0,3.85,0.0,5241.0
9780618042203,0618042202,The ring sets out,,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",http://books.google.com/books/content?id=C4M5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1994.0,4.31,283.0,992.0
9780618574971,0618574972,The Lord of the Rings: The return of the king,,John Ronald Reuel Tolkien,Fantasy fiction,http://books.google.com/books/content?id=M7XMAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1967.0,4.52,508.0,1607.0
9780618615384,0618615385,Mcdougal Littell Science,Earth Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,Juvenile Nonfiction,,,2005.0,2.5,972.0,2.0
9780670032563,0670032565,The New Spirit,,Havelock Ellis,,,,1970.0,4.24,422.0,138227.0
9780671440695,0671440691,"Soldier, general of the army, president-elect, 1890-1952",,Stephen E. Ambrose,Biography & Autobiography,http://books.google.com/books/content?id=6c7tAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1985.0,4.2,637.0,152.0
9780671455279,0671455273,Sweet and Low,,Emma Lathen,Fiction,http://books.google.com/books/content?id=XiQ0OPxLiiYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1982.0,3.82,189.0,73.0
9780671475024,0671475029,The Canterbury Tales of Geoffrey Chaucer,,"Simon & Schuster, Limited",Poetry,http://books.google.com/books/content?id=_NWbEtYNLWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2004.0,3.49,383.0,35.0
9780671771300,0671771302,Justine,,Lawrence Durrell,,http://books.google.com/books/content?id=Rg6O0hs_D7UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1969.0,3.9,253.0,44.0
9780671771621,0671771620,The Hidden Persuaders,,Vance Packard,Advertising,,,1958.0,3.89,242.0,14.0
9780671774677,0671774670,Best Stories,,Hugh Garner,,http://books.google.com/books/content?id=oDItzsVOayQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,1971.0,3.68,465.0,18590.0
9780671820121,0671820125,End zone,,Don DeLillo,Fiction,http://books.google.com/books/content?id=76hZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1973.0,3.64,200.0,2099.0
9780674990463,0674990463,Metamorphoses,In Two Volumes,Publius Ovidius Naso (Dichter),"Mythology, Classical",http://books.google.com/books/content?id=hZ2EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.42,496.0,757.0
9780674992184,0674992180,Cicero in Twenty-eight Volumes,,Marcus Tullius Cicero,"Consuls, Roman",,,1967.0,,,
9780674992627,0674992628,"Plato, with an English Translation",,Plato,"Philosophy, Ancient",,,1914.0,,,
9780674996236,0674996232,Hesiod,,Hesiodtus,Agriculture,http://books.google.com/books/content?id=CgGbIKguHwsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,2006.0,4.03,434.0,33.0
9780679736400,0679736409,"Last Tales: The cardinal's first tale ; The cloak ; Night walk ; Of hidden thoughts and of heaven ; Tales of two old gentlemen ; The cardinal's third tale ; The blank page ; New Gothic Tales: The cyratids, an unfinished tale ; Echoes ; New Winter's tales: A country tale ; Copenhagen season ; Converse at night in Copenhagen",,Karen Blixen,,,,1975.0,4.09,352.0,322.0
9780681224773,0681224770,Leaves of Grass,1855 Edition,Walt Whitman,American poetry,,,1998.0,4.12,155.0,29.0
9780684829456,0684829452,Three case histories,,Sigmund Freud;Philip Rieff,Psychology,http://books.google.com/books/content?id=f1ksAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1996.0,3.91,282.0,616.0
9780688023720,068802372X,Karate is a Thing of the Spirit,A Novel,Harry Crews,Fiction,,,1983.0,3.84,218.0,230.0
9780691020419,0691020418,Kierkegaard's Writings,"3*Either/or, part I",Søren Kierkegaard,,http://books.google.com/books/content?id=azb9xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1987.0,4.25,702.0,1073.0
9780691097183,0691097186,The complete works of Aristotle,the revised Oxford translation,Aristoteles,"Philosophy, Ancient",,,1985.0,4.43,1776.0,676.0
9780691099507,0691099502,The Complete Works of Aristotle,The Revised Oxford Translation,Aristotle,Philosophy,http://books.google.com/books/content?id=Z9FnyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.43,2512.0,2296.0
9780701137687,0701137681,In Search of Lost Time,,Marcel Proust,,,,1992.0,4.14,534.0,21.0
9780704102477,0704102471,The Egg and I,,Betty MacDonald,Farm life,http://books.google.com/books/content?id=W3dGPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1992.0,3.93,288.0,6223.0
9780706425611,0706425618,The Time Machine,The Island of Dr Moreau ; The Invisible Man ; The First Men on the Moon ; The Food of the Gods ; In the Days of the Comet ; The War of the Worlds,Herbert George Wells,"Science fiction, English",,,1985.0,4.13,828.0,4.0
9780712607940,0712607943,Ender's Game,,Orson Scott Card,,,,1985.0,4.3,304.0,257.0
9780714529035,0714529036,Hooked,Film Writings 1985-1988,Pauline Kael,Motion pictures,http://books.google.com/books/content?id=z5uVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1990.0,4.04,528.0,91.0
9780714541105,0714541109,"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",,Luigi Pirandello,,,,1987.0,3.92,236.0,12.0
9780720608724,0720608724,Black Sugar,Trisexual Poems,Jeremy Reed,"Erotic poetry, English",,,1992.0,4.2,288.0,174.0
9780722539019,0722539010,How to Seduce Your Dream Man,100 Strategies to Bring Mr Right to Heel,Anna Maxted,Man-woman relationships,http://books.google.com/books/content?id=TMNpOQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1999.0,3.89,224.0,9.0
9780723258056,0723258058,A Journal,,Beatrix Potter (Illustratorin),"Novelists, English",http://books.google.com/books/content?id=1HRFwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2006.0,4.34,32.0,341.0
9780735711020,073571102X,Homepage Usability,55 Websites Deconstructed,Jakob Nielsen;Marie Tahir,Business enterprises,http://books.google.com/books/content?id=1vtSxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2001.0,3.72,336.0,333.0
9780737000368,0737000368,The Greenlander,,Mark Adlard,Adventure stories,,,1978.0,3.72,192.0,60.0
9780739427361,0739427369,A Tolkien Miscellany,,John Ronald Reuel Tolkien,"Fantasy fiction, English",,,2002.0,4.11,370.0,60.0
9780739432976,0739432974,The complete guide to Middle-earth,from The hobbit through The lord of the rings and beyond,Robert Foster,Literary Criticism,http://books.google.com/books/content?id=-B0J1LGgTaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1971.0,4.17,569.0,20.0
9780739444054,0739444050,The Foundation Trilogy,"Foundation, Foundation and Empire, Second Foundation",Isaac Asimov,Science fiction,,,2004.0,4.4,624.0,321.0
9780739449073,0739449079,Night fall,a novel,Nelson DeMille,Fiction,http://books.google.com/books/content?id=CTwObLsDoisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2004.0,4.09,773.0,28.0
