isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780399226908,0399226907,"Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed., 1994)",,,Caterpillars,http://books.google.com/books/content?id=oiMwvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Colorful and full of imagination, the world of Eric Carle is a delight! Sings songs, cook, and create with the book box based of the worl of Eric Carle.",2003.0,4.29,13.0,3773.0
9780399504334,0399504338,Amphigorey,Fifteen Books,,Comics & Graphic Novels,http://books.google.com/books/content?id=uQe2a18Ly6wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fifteen works by the American artist and author provide a journey into a macabre world,1980.0,4.05,220.0,35332.0
9780425198735,0425198731,Blow Fly,,,Fiction,http://books.google.com/books/content?id=fsQk77xSERAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Leaving Virginia in search of peace and quiet, Dr. Kay Scarpetta journeys to Florida, where a series of baffling murders entangles her in an international conspiracy that confronts her with the most unexpected circumstance of her life. Reprint.",2004.0,3.76,467.0,31269.0
9780440400349,0440400341,About the B'nai Bagels,,,Juvenile Fiction,http://books.google.com/books/content?id=WLaQnw69IgQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mark feels ill at ease in right field because his mother and brother are manager and coach of his Little League team.,1985.0,3.56,172.0,296.0
9780451194862,0451194861,Wizard and Glass,,,Fiction,http://books.google.com/books/content?id=gAkYfIpKVVUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While Roland the Gunslinger and his companions leap between worlds, he relates his experiences with the elusive, powerful emotion of love in a journey into his own past",1998.0,4.25,702.0,864.0
9780451210845,0451210840,The Gunslinger,,,Fiction,http://books.google.com/books/content?id=X7ZJaea0P7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Roland, the world's last gunslinger, tracks an enigmatic Man in Black toward a forbidding dark tower, fighting forces both mortal and other-worldly on his quest",2003.0,3.96,300.0,5740.0
9780451528834,0451528832,Grade 4 Common Core Exemplar Collection,,,English language,,"""Common Core Classroom Collections include a mix of titles representing the level of complexing and quality required by the Common Core State Standards""--Publisher's website.",,4.13,281.0,1709.0
9780465016907,0465016901,The Drama of the Gifted Child,The Search for the True Self,,Psychology,http://books.google.com/books/content?id=TgtTzYqHdEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Why are many of the most successful people plagued by feelings of emptiness and alienation? This wise and profound book has provided thousands of readers with an answer—and has helped them to apply it to their own lives.Far too many of us had to learn as children to hide our own feelings, needs, and memories skillfully in order to meet our parents’ expectations and win their ”love.” Alice Miller writes, ”When I used the word ’gifted’ in the title, I had in mind neither children who receive high grades in school nor children talented in a special way. I simply meant all of us who have survived an abusive childhood thanks to an ability to adapt even to unspeakable cruelty by becoming numb… Without this ’gift’ offered us by nature, we would not have survived.” But merely surviving is not enough. The Drama of the Gifted Child helps us to reclaim our life by discovering our own crucial needs and our own truth.",1997.0,4.09,144.0,11373.0
9780515131093,0515131091,Out of this World,,,Fiction,http://books.google.com/books/content?id=Y4-0uT5WR_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects paranormal and futuristic romantic stories, including a cop caught up in an off-world murder case, an unusual love triangle, a witch's search for the love of one man, and the longing of a telepath for human contact.",2001.0,4.07,357.0,5915.0
9780553212419,0553212419,Sherlock Holmes the Complete Novels and Stories Book Discussion Kit,Kits for Teens,,Detective and mystery stories,,,2012.0,4.47,1059.0,23814.0
9780553587890,0553587897,Frankenstein: City of Night: A Novel,,,Horror tales,,Detectives Carson O'Connor and Michael Maddison must stop the engineered killers of New Orleans.,,3.97,455.0,1041.0
9780573605734,0573605734,Breakfast of Champions,,,Science fiction,http://books.google.com/books/content?id=ODcO8CSwnNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.0,106.0,15.0
9780674854291,0674854292,Summer for the Gods,The Scopes Trial and America's Continuing Debate Over Science and Religion,,Law,http://books.google.com/books/content?id=y8vslpEgqFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides a modern perspective on the legal and historical influence of the 1925 Scopes trial, the landmark case about teaching evolution in the classroom",1998.0,3.9,318.0,1416.0
9780679406839,0679406832,Gift from the Sea,,,Biography & Autobiography,http://books.google.com/books/content?id=l8q6m9Xgek0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A woman's reflections on life, its stages, and its states, comparing them with the natural treasures of life in the sea",1991.0,4.17,132.0,1314.0
9780679451211,0679451218,The Sibley Field Guide to Birds of Western North America,,,Nature,http://books.google.com/books/content?id=Fd0PAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide for bird enthusiasts specifically designed for use in the field features descriptions of 703 species of birds from west of the Rocky Mountains, and illustrations that depict species from different views.",2003.0,4.7,473.0,709.0
9780679888093,0679888098,The Little Butterfly,,,Juvenile Nonfiction,http://books.google.com/books/content?id=ZwEpErWLxtoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Follows a newly hatched caterpillar from birth to metamorphosis, mating, and migration.",1998.0,4.06,24.0,16.0
9780679889113,0679889116,Three Tales of My Father's Dragon,,,Juvenile Fiction,http://books.google.com/books/content?id=1xo5KBC5JR0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A compilation of three tales which relate the fantastic adventures of Elmer Elevator and a baby flying dragon named Boris.,1998.0,4.27,242.0,3352.0
9780696211522,0696211521,Second Home,Finding Your Place in the Fun,,House & Home,http://books.google.com/books/content?id=PS0sY21SInsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides advice on planning, budgeting, real estate shopping, building, remodeling, and decorating lakefront cottages, beach houses, ski chalets, or log cabins.",2000.0,3.83,216.0,6.0
9780698115675,0698115678,The Legend of the Poinsettia,,,Juvenile Fiction,http://books.google.com/books/content?id=OrhFg2D3o-sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Lucida is unable to finish her gift for the Baby Jesus in time for the Christmas procession, a miracle enables her to offer the beautiful flower we now call the poinsettia.",1997.0,4.19,32.0,2285.0
9780738511672,0738511676,Middlesex Borough,,,History,http://books.google.com/books/content?id=c7a7U-5CGzEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Protected by the Watchung Mountains on the north and bordered by clean, bubbling brooks, Middlesex Borough has flourished in the past century. Located some thirty miles west of New York City, the borough was known for its brilliant and varied gardens, farms, and greenhouses. Orchids and other blooms grown at Thomas Young Orchids and other local greenhouses were distributed in Boston, Philadelphia, and New York and were said to have been favored by Eleanor Roosevelt. Middlesex Borough explores this town's unique history from its incorporation in 1913 to the mid-1900s with vintage photographs and fascinating text. During the presidency of Woodrow Wilson, residents of the westerly portion of Piscataway Township, at the urging of George Harris, decided to secede from Piscataway and form an independent town. The newly created Middlesex Borough consisted of large farms owned by the Stout, Reidy, Conover, Giles, Guernsey, and Harris families, with clusters of small homes bordering them. The Central Railroad of New Jersey passed through the town, bringing new residents to Middlesex from New York City and fostering the development of small factories and workers' houses in the Lincoln section, the housing developments of Pierce Estates and Dewey Park, and, later, the spacious homes and properties in the Beechwood Heights section of the borough.",2003.0,5.0,128.0,2.0
9780739409558,0739409557,The Lord of the Rings,,,"Baggins, Frodo (Fictitious character)",,"An epic detailing the Great War of the Ring, a struggle between good and evil in Middle-Earth, in which the tiny Hobbits play a key role.",2002.0,4.49,1137.0,94.0
9780751363784,0751363782,The Three Musketeers,,,Children's stories,http://books.google.com/books/content?id=FXByRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2000.0,4.07,64.0,56.0
9780762104208,0762104201,New Complete Guide to Sewing,Step-by-step Techniques for Making Clothes and Home Accessories,,Crafts & Hobbies,http://books.google.com/books/content?id=v1ZVvZTdZRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides general instructions for fitting, constructing, tailoring, and finishing women's, men's, and children's clothing and for making curtains and bedcoverings.",2002.0,4.22,384.0,406.0
9780762404780,0762404787,Irish Blessings,A Photographic Celebration,,Literary Criticism,http://books.google.com/books/content?id=3yjfgz8Kcr0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collection of traditional blessings, classic verse, and photographs from throughout Ireland. A timeless tribute to the beauty of the land and the character of its people.",1999.0,4.13,128.0,28.0
9780763631604,0763631604,Beauty and the Beast,,,Juvenile Fiction,http://books.google.com/books/content?id=_GPhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Exquisite paintings and a lush retelling bring a treasured classic to new life. Includes blank gift card and envelope. Full color. Consumable.,2006.0,4.36,64.0,3609.0
9780785108115,0785108114,New X-Men - Volume 1,E is for Extinction,,Comics & Graphic Novels,http://books.google.com/books/content?id=KrRgQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,What's it like to live in a world where Spider-Man swings overhead?,2006.0,4.06,144.0,7371.0
9780785116776,078511677X,Astonishing X-Men - Volume 2,Dangerous,,Comics & Graphic Novels,http://books.google.com/books/content?id=fc87QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cyclops and Emma Frost want to reunite the X-Men in order to astonish the world, but as the demand for a ""mutant cure"" escalates, they find some unexpected allies and adversaries.",2007.0,4.19,152.0,10490.0
9780785117599,0785117598,Astonishing X-Men - Volume 3,Torn,,Comics & Graphic Novels,http://books.google.com/books/content?id=RYoCQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cyclops and Emma Frost want to reunite the X-Men in order to astonish the world, but as the demand for a ""mutant cure"" escalates, they find some unexpected allies and adversaries.",2007.0,4.24,152.0,8622.0
9780785117681,0785117687,Black Widow,The Things They Say About Her,,Comics & Graphic Novels,http://books.google.com/books/content?id=ZdvBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""... The survivors of Natasha's last tirade start coming back to haunt her .. and they're beginning to join forces. Also featuring a guest appearance by Daredevil!""--P. [4] of cover.",2006.0,3.52,144.0,278.0
9780785118954,0785118950,Supreme Power,Hyperion,,Comics & Graphic Novels,http://books.google.com/books/content?id=lnCtAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now that the world knows his dark secret, Hyperion suddenly finds himself both alone and hunted. Four new super-powered individuals - each based on a character from the original Squadron Supreme - are after his hide, and they've got the will and means to take him down! Collects Supreme Power: Hyperion #1-5.",2006.0,3.42,120.0,223.0
9780785119272,0785119272,Ultimate Spider-Man - Volume 16,Deadpool,,Comics & Graphic Novels,http://books.google.com/books/content?id=9NDnxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Spider-Man teams up with his new girlfriend, Kitty Pryde of the X-Men.",2006.0,3.7,184.0,1406.0
9780785120193,078512019X,Ultimate X-Men - Volume 14,Phoenix?,,Comics & Graphic Novels,,"Follows the adventures of the X-Men, who band together to fight enemies, form tentative alliances with members of Magneto's gang, and protect the carefully controlled world of Charles Xavier's School for Gifted Youngsters.",2006.0,3.7,144.0,1359.0
9780785121480,078512148X,Ultimate Spider-Man -,,,Comics & Graphic Novels,http://books.google.com/books/content?id=B92lSwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This deluxe hardcover collects Ultimate Spider-Man Vol. 13: Hobgoblin and Ultimate Spider-Man Vol. 14: Warriors, plus extras. In Hobgoblin, it's the terrifying debut of the Ultimate Hobgoblin as Harry Osborn returns to Midtown High harboring a dark secret that will affect the lives of all those around him - especially his best friend, Peter Parker. And where does Harry's father - Norman Osborn, a.k.a. the Green Goblin - fit into all this? And in Warriors, the Gang War to end all Gang Wars begins! The Kingpin is in retreat, and that kind of a power vacuum won't last long. It's about to be filled by a figure of unabashed dread in the underworld: Hammerhead! Plus: the Ultimate debuts of several Marvel characters, including Moon Knight! And Spidey thinks he's had trouble before... but nothing has ever made him declare, ""Peter Parker no more!"" Collects Ultimate Spider-Man #72-85.",2006.0,4.08,344.0,259.0
9780785123118,0785123113,Marvel 1602,,,Comics & Graphic Novels,http://books.google.com/books/content?id=-dbBAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2006.0,3.93,248.0,47817.0
9780785123712,0785123717,Ultimate Annuals -,,,Comics & Graphic Novels,http://books.google.com/books/content?id=6AkeAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Ultimate Fantastic Four Annual #2, something strange has happened at Nursery Two, the Baxter Building's Think Tank counterpart in Oregon. It's disappeared, seemingly swallowed up by the earth itself! And if you think that heralds the return of the macabre Mole Man, go to the head of the class! In Ultimate X-Men Annual #2, Dazzler has awakened from her coma only to discover her life is in deadly peril! And even her former fellow X-Men may be powerless to save her as a betrayal within the ranks has left them shellshocked. In Ultimate Spider-Man Annual #2, Punisher and Daredevil return! While Foggy Nelson offers Spidey some legal advice, Police Captain Jean DeWolfe gives him some other advice - on how to take down the Ultimate Kangaroo! And in The Ultimates Annual #2, as the Ultimates clear the wreckage from the recent attack on the United States, a monstrous evil from the past rises from the ashes to launch an attack when America is at her weakest. And with the ranks of the Ultimates severely depleted, all that stands in the path of the long-thought-dead bio-fanatic Arnim Zola is the indomitable Sentinel of Liberty, Captain America, and Sam Wilson, the high-flying Falcon! Collects The Ultimates Annual #2, Ultimate Fantastic Four Annual #2, Ultimate X-Men Annual #2 and Ultimate Spider-Man Annual #2.",2007.0,3.2,160.0,103.0
9780785127239,0785127232,"Anita Blake, Vampire Hunter",Guilty Pleasures -,,Comics & Graphic Novels,http://books.google.com/books/content?id=m9srxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Graphic novel adaptation of Laurell K. Hamilton's popular vampire hunter novels.,2007.0,4.17,168.0,7207.0
9780789430748,0789430746,A Young Person's Guide to Philosophy,"""I Think, Therefore I Am""",,Juvenile Nonfiction,http://books.google.com/books/content?id=_tcWAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Introduces over twenty-five of the world's greatest philosophers and presents a simple version of the tenets of philosophy.,1998.0,3.9,64.0,56.0
9780794503291,0794503292,Gulliver's Travels,,,Juvenile Fiction,http://books.google.com/books/content?id=JPlliDi0nbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This new edition of Swift's satiric classic is based on the 1726 text-the edition textual scholars now consider the most authoritative.,2003.0,3.34,64.0,13.0
9780803724624,0803724624,William Shakespeare's Romeo and Juliet,,,Juvenile Fiction,,A simplified prose retelling of Shakespeare's play about two young people who defy their warring families' prejudices and dare to fall in love.,1999.0,3.97,40.0,175.0
9780812972122,0812972120,The Mysterious Island,,,Fiction,http://books.google.com/books/content?id=Na-i5B63IPYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Five Union prisoners of war escape from a Confederate prison camp in a hot-air balloon, only to crash land on an unknown island where they must learn to survive on their own, in a bold new translation of Verne's classic adventure story, featuring a new introduction by Caleb Carr. Reprint.",2004.0,4.1,723.0,28969.0
9780823408818,0823408817,A Picture Book of Thomas Jefferson,,,Juvenile Nonfiction,http://books.google.com/books/content?id=2RmhWFOzLxkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the life and achievements of the architect, bibliophile, president, and author of the Declaration of Independence, Thomas Jefferson.",1991.0,3.72,32.0,14.0
9780823410781,0823410781,A Picture Book of Anne Frank,,,Juvenile Nonfiction,http://books.google.com/books/content?id=CSNxWmR9xR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the life of the young Jewish girl whose diary chronicles the years she and her family hid from the Nazis in an Amsterdam attic.,1993.0,4.17,32.0,208.0
9780859537285,0859537285,"Head, Shoulders, Knees and Toes ...",,,Juvenile Nonfiction,,An illustrated version of the song which identifies parts of the body. On board pages.,2002.0,4.06,12.0,1083.0
9780881507195,0881507199,King Arthur Flour Whole Grain Baking,Delicious Recipes Using Nutritious Whole Grains,,Cooking,http://books.google.com/books/content?id=nXLcPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide to whole grain baking explains how to use a variety of whole grains to create flavorful, sweet, and savory breads, cakes, cookies, pastries, and other baked goods, and features more than four hundred foolproof recipes.",2006.0,4.13,544.0,4704.0
9780966264920,0966264924,The Beatles' Story on Capitol Records,,,Music,http://books.google.com/books/content?id=M54JAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The Beatles'Story on Capitol Records, Part Two: The Albums"" is the second volume of Bruce Spizer's epic Capitol project. The book opens in 1964 with the release of ""Meet The Beatles!"" and moves forward through 1967's ""Magical Mystery Tour."" Here is the real story behind the Capitol LPs, with explanations of why Capitol reconfigured the Beatles albums for the American market. For each album, the book provides session and chart information and pictures of the front and back covers, all label variations, trade advertisements, promotional posters and displays. The book offers the most comprehensive coverage ever on the infamous butcher cover to the ""Yesterday And Today"" album, which was judged so offensive that it had to be recalled and destroyed. It also provides full details regarding the recording and marketing of ""Sgt, Pepper's Lonely Harts Club Band."" Also included are chapters on the albums issued by Capitol's Canadian and Mexican subsidiaries and a complete breakdown on the stereo, duophonic and mono mixes used by Capitol. Contains over 600 color and original black & white images.",2000.0,4.68,264.0,25.0
9780974935997,0974935999,The Mind Parasites,,,Fiction,http://books.google.com/books/content?id=v9F-AaygPYQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mind parasites are sucking the human mind dry. Humankind must develop paranormal abilities or perish.,2005.0,3.79,240.0,888.0
9781400046843,140004684X,See No Evil,The True Story of a Ground Soldier in the Cia's War on Terrorism,,Political Science,http://books.google.com/books/content?id=7da3ii3Hp8QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author discusses his twenty-year career as a CIA operative in the Middle East and examines how the agency's abandonment of its original mission resulted in a failure to acknowledge the growing threat of militant Islamic terrorist groups.,2002.0,3.93,320.0,3936.0
9781400078479,1400078474,Love,A Novel,,Fiction,http://books.google.com/books/content?id=5awnXj68yHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The epitome of a group of women's ideals about love, fatherhood, and friendship, wealthy hotel owner Bill Cosey finds his life compromised by his troubled past and his feelings about a spellbinding woman named Celestial. Reader's Guide available. Reprint. 200,000 first printing.",2005.0,3.73,224.0,7095.0
9781402728112,1402728115,The Book of the Dragon,,,Fiction,http://books.google.com/books/content?id=lCaRUdo-rtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Illustrations of dragons along with information about the fantasy creatures, such as culture and customs, legends, and types of dragons.",2005.0,4.18,144.0,357.0
9781560252757,1560252758,The Gangs of New York,An Informal History of the Underworld,,History,http://books.google.com/books/content?id=gPcsq2qHvkUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines New York's gangs of the nineteenth century and charts their influence on the underworld in the twentieth century.,1990.0,3.59,384.0,2742.0
9781579652524,1579652522,Mangoes & Curry Leaves,Culinary Travels Through the Great Subcontinent,,Cooking,http://books.google.com/books/content?id=eSQxAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explores the food of India, Pakistan, Bangladesh, Nepal, and Sri Lanka to provide readers with a taste of the Subcontinent through recipes that include cashew-coconut meatballs, spicy chickpea fritters, and cumin-coriander beef patties.",2005.0,4.18,416.0,615.0
9781585425495,1585425494,Any Woman's Blues,A Novel of Obsession,,Fiction,http://books.google.com/books/content?id=ekKKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A painter of extraordinary talent and renown, Leila is addicted to a younger man who inspires her passion, yet betrays her. Leila fears that giving up the ecstasy--love, sex, alcohol, and hedonism--will mean losing her creative edge. From the bestselling author of Fear of Flying.",2006.0,3.51,362.0,422.0
9781585425549,1585425540,What Do Women Want?,,,Social Science,http://books.google.com/books/content?id=wPef8Ms7skUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Erica Jong's two rules of writing are ""never cut funny"" and ""keep the pages turning."" And Jong delivers in these twenty-six essays, coupling frank and risqu? stories about her own life with provocative pieces on her passion for politics, literature, Italy, and-yes-sex. Originally published in 1998, this updated edition features four new essays. What Do Women Want? offers a startlingly original look at where women are-and where they need to be in the twenty-first century: Are women better off today than they were twenty-five years ago? Has burning pre-nup agreements become the new peak of romance? Why do our greatest women writers too often get dissed and overlooked? Why do powerful women scare men? And who is the perfect man? How does the mother-daughter relationship influence cycles of feminism and backlash? Will Hillary become president? What is sexy?",1998.0,3.69,309.0,160.0
9781593075422,1593075421,Museum of Terror,,,Comics & Graphic Novels,http://books.google.com/books/content?id=9XRQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dark Horse Comics is very proud to present Museum of Terror, a series of horror stories by Japan's foremost creator of horror manga. Full of compelling and charming characters and relationships, and featuring some of the finest comics art available, Junji Ito has seen his works translated into successful films in Japan. Ito's Uzumaki, the thrilling and grotesque manga and film, has already found success in America, and now we present ""Tomie,"" the first story in this fantastic series. ""Tomie"" is the story of an eternally youthful and beautiful high school girl, whose admirers are obsessed to the point of murdering her. But to their horror, she is reincarnated over and over. ""Tomie"" also became a popular film in Japan, and now it launches Dark Horse's series of Ito's horrific works, Museum of Terror.",2006.0,4.09,375.0,1399.0
9781883011499,1883011493,Crime Novels,American Noir of the 1930s and 40s,,American fiction,,A collection of classic stories exemplify the best of American noir fiction from the 1930s to the 1950s.,1997.0,4.36,892.0,414.0
9781891830600,1891830600,Carnet de Voyage,,,Comics & Graphic Novels,http://books.google.com/books/content?id=UUxURSulnHgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Craig Thompson - the award-winning creator of Blankets and Good-Bye, Chunky Rice - spent three months travelling through Barcelona, the Alps, and France, as well as Morocco, where he was researching his next graphic novel, Habibi. Spontaneous sketches and a travelogue diary document his adventures and quiet moments, creating a raw and intimate portrait of countries, culture and the wandering artist.",2004.0,3.76,224.0,4294.0
9781932416060,1932416064,McSweeney's,"Twelve new stories from twelve new writers--unpublished, unknown, or, unbelievable--plus--twenty-nine stories written in twenty minutes each. and a story from Roddy Doyle. in over two dimensions--almost three",,American literature,,,2003.0,3.85,273.0,189.0
9781932664089,1932664084,Scott Pilgrim's Precious Little Life,,,Comics & Graphic Novels,http://books.google.com/books/content?id=OdzVxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Scott Pilgrim's fantastic life takes an unforseen turn when rollerblading delivery girl Ramano Flowers makes her appearance.,2004.0,4.16,168.0,149508.0
9780140059021,0140059024,Wodehouse on crime,,,,http://books.google.com/books/content?id=YrZrAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1981.0,4.39,557.0,3143.0
9780140509786,014050978X,"Burt Dow, Deep-Water Man",,,Juvenile Fiction,http://books.google.com/books/content?id=fwlV2WW-jVsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Burt goes fishing, takes refuge from a storm in a whale's stomach, and decorates a whole school of whales' tails with striped band-aids.",1989.0,4.1,64.0,645.0
9780141026282,0141026286,The Epic of Gilgamesh,,,Fiction,http://books.google.com/books/content?id=GJ-gPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Enkidu is created by the gods to challenge the arrogant King Gilgamesh, but instead of killing each other, the two become friends.JTravelling together to the Cedar Forest, they fight and slay the evil monster Humbaba.JBut when Enkidu is killed, his death haunts and breaks the mighty Gilgamesh, who resolves to find the secret of eternal life.",2006.0,3.67,120.0,51735.0
9780141181226,0141181222,One Flew Over the Cuckoo's Nest,,,Fiction,http://books.google.com/books/content?id=j6NsKmZbk58C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"McMurphy, a criminal who feigns insanity, is admitted to a mental hospital where he challenges the autocratic authority of the head nurse.",1962.0,4.19,281.0,3859.0
